Lab_Name,LabID,Project,Agency,SiteName,MLID,Date,SampleType,SampleDepth,SampleZone,CollectionProcedure,Taxon,AlgalDivision,NumberinStand,RankinStand,RelativeDensity,NaturalUnitsperML,CellperML,CellVolume(µ³/mL),Comments,Notes,stratum,shannon-wiener index,species evenness,species richness,total number of taxa in stand,taxon_grouped,Taxon,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Euglena species,Euglenophyta,,,0.2,,112,"739,200",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Kirchneriella lunaris (Kirchner) Möbius (= Kirchneriella lunata),Chlorophyta,,,0,,"2,688.00","24,192",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Komma species 2,Cryptophyta,,,0,,336,"67,200",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Leptolyngbya species,Cyanophyta,,,0.1,,"34,160.00","273,280",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Melosira granulata var. angustissima (= Aulacoseira granulata var. angustissima (Müller) Simonsen),Bacillariophyta,,,0,,"1,008.00","131,040",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Merismopedia glauca (Ehrenberg) Kützing,Cyanophyta,,,0,,"13,888.00","41,664",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Oocystis species,Chlorophyta,,,0.1,,896,"333,312",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Oocystis borgei Snow,Chlorophyta,,,0.1,,425.6,"191,520",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,pennate diatoms,Bacillariophyta,,,2.8,,"3,712.80","9,282,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Pseudanabaena species,Cyanophyta,,,0.1,,"30,240.00","381,024",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Unknown colonial cyanophyte species 2,Cyanophyta,,,0.1,,"3,024.00","241,920",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Unknown filamentous cyanophyte,Cyanophyta,,,2.2,,"4,704.00","7,056,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170800,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake 100 meters S of Lincoln Marina,4917709,8/31/2017,Total Phytoplankton,Surface,,,Unknown spherical chlorophyte,Chlorophyta,,,0,,56,"23,800",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Acutodesmus acuminatus (Lagerheim) Tsarenko,Chlorophyta,,,0,,896,"198,016",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Acutodesmus pectinatus (Meyen) Tsarenko,Chlorophyta,,,0,,896,"224,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,"Anabaena circinalis (= Dolichospermum circinalis (Nygaard) Wacklin, L.Hoffmann & Komárek)",Cyanophyta,,,0.3,,"14,112.00","2,780,064",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Ankistrodesmus fusiformis,Chlorophyta,,,0,,22.4,"1,266",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Ankistrodesmus falcatus (Corda) Ralfs,Chlorophyta,,,0,,677.6,"38,284",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Aphanizomenon flosaquae Ralfs ex Bornet & Flahault,Cyanophyta,,,2.7,,"13,493.20","26,487,152",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Aphanocapsa species,Cyanophyta,,,0.3,,"21,280.00","3,064,320",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Aphanocapsa planctonica (G.M.Smith) Komárek & Anagnostidis,Cyanophyta,,,0,,"25,088.00","471,654",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,centric diatoms species,Bacillariophyta,,,0.1,,"1,016.40","1,016,400",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,centric diatoms species 2,Bacillariophyta,,,0.3,,"6,608.00","2,643,200",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Chlamydomonas species 2,Chlorophyta,,,0,,224,"156,800",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Chlamydomonas globosa Snow,Chlorophyta,,,0.5,,"11,762.80","4,822,748",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Chlamydomonas reinhardtii Dangeard,Chlorophyta,,,1.1,,"13,888.00","11,110,400",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Chlorogonium minimum Playfair,Chlorophyta,,,0,,224,"26,880",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Chroomonas species,Cryptophyta,,,0,,224,"55,104",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Chroomonas species 2,Cryptophyta,,,0,,448,"67,200",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Crucigeniella rectangularis,Chlorophyta,,,90.5,,"895,104.00","894,208,896",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Cryptomonas species,Cryptophyta,,,0.1,,224,"1,286,656",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,"Desmodesmus bicellularis (R. Chodat) An, Friedl & Hegewald",Chlorophyta,,,0,,"2,352.00","38,808",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Desmodesmus communis (Hegewald) Hegewald,Chlorophyta,,,0.2,,"4,928.00","2,340,800",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Desmodesmus protuberans (Fritsch & Rich) Hegewald,Chlorophyta,,,0.1,,"2,688.00","1,128,960",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Euglena species,Euglenophyta,,,0.1,,114.8,"757,680",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Leptolyngbya species,Cyanophyta,,,0,,"27,328.00","218,624",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Merismopedia glauca (Ehrenberg) Kützing,Cyanophyta,,,0,,"6,944.00","20,832",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Monoraphidium arcuatum (= Ankistrodesmus arcuatus Korshikov},Chlorophyta,,,0,,"1,344.00","80,640",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Monoraphidium contortum (Thuret) Komárková-Legnerová,Chlorophyta,,,0,,224,"14,560",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Oocystis ellipticus West,Chlorophyta,,,0,,336,"84,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Oocystis borgei Snow,Chlorophyta,,,0.1,,"1,344.00","604,800",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Pediastrum angulosum Ehrenberg ex Meneghini,Chlorophyta,,,0.9,,"16,800.00","8,416,800",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,pennate diatoms,Bacillariophyta,,,2.4,,"9,632.00","24,080,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Pseudanabaena species,Cyanophyta,,,0,,"7,056.00","88,906",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Scenedesmus obtusus Meyen,Chlorophyta,,,0.1,,"1,792.00","1,148,672",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Schroederia setigera (Schröder) Lemmermann,Chlorophyta,,,0,,112,"66,864",,D.R.,,,,,,,,
Rushforth Phycology,SR170822,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake at Lindon Marina Beach NE of launch ramps,4917335,8/31/2017,Total Phytoplankton,Surface,,,Unknown colonial chlorophyte,Chlorophyta,,,0,,448,"132,608",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Acutodesmus pectinatus (Meyen) Tsarenko,Chlorophyta,,,0.2,,448,"112,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,"Anabaena circinalis (= Dolichospermum circinalis (Nygaard) Wacklin, L.Hoffmann & Komárek)",Cyanophyta,,,0.9,,"2,352.00","463,344",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Aphanizomenon flosaquae Ralfs ex Bornet & Flahault,Cyanophyta,,,74,,"20,496.00","40,233,648",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,centric diatoms species,Bacillariophyta,,,0.4,,224,"224,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,centric diatoms species 2,Bacillariophyta,,,1.1,,"1,461.60","584,640",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Chlamydomonas species,Chlorophyta,,,1.3,,840,"718,200",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Chlamydomonas globosa Snow,Chlorophyta,,,1.2,,"1,624.00","665,840",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Chlamydomonas reinhardtii Dangeard,Chlorophyta,,,3.3,,"2,240.00","1,792,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Chroomonas species,Cryptophyta,,,0.1,,168,"41,328",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Closteriopsis longissima (Lemmermann) Lemmermann,Chlorophyta,,,0.1,,112,"79,744",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Crucigeniella rectangularis,Chlorophyta,,,0.5,,"3,584.00","286,720",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Cryptomonas species,Cryptophyta,,,1.2,,112,"643,328",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Desmodesmus communis (Hegewald) Hegewald,Chlorophyta,,,1.2,,"1,344.00","638,400",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Euglena species,Euglenophyta,,,5.4,,448,"2,956,800",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Komma species 2,Cryptophyta,,,0,,112,"22,400",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Monoraphidium arcuatum (= Ankistrodesmus arcuatus Korshikov},Chlorophyta,,,0,,112,"6,720",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Oocystis species,Chlorophyta,,,0.3,,448,"166,656",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Oocystis borgei Snow,Chlorophyta,,,0.9,,"1,120.00","504,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,pennate diatoms,Bacillariophyta,,,5.7,,"1,232.00","3,080,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Pseudanabaena species,Cyanophyta,,,0.1,,"4,032.00","50,803",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Unknown filamentous cyanophyte,Cyanophyta,,,1.9,,672,"1,008,000",,D.R.,,,,,,,,
Rushforth Phycology,SR170799,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake west side of Lindon Marina west dike,4917326,8/31/2017,Total Phytoplankton,Surface,,,Unknown spherical cyanophyte 2,Cyanophyta,,,0.1,,112,"67,200",,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,"Anabaena circinalis (= Dolichospermum circinalis (Nygaard) Wacklin, L.Hoffmann & Komárek)",Cyanophyta,,,0.3,,2352,463344,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Aphanizomenon flosaquae Ralfs ex Bornet & Flahault,Cyanophyta,,,22.2,,20496,40233648,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Aphanocapsa grevillei (Berkeley) Rabenhorst,Cyanophyta,,,2.3,,28756,4140864,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Botryococcus braunii Kützing,Chlorophyta,,,0.3,,17920,609280,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,centric diatoms species,Bacillariophyta,,,0.1,,112,112000,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,centric diatoms species 2,Bacillariophyta,,,0.3,,1288,515200,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Ceratium hirundinella (Müller) Dujardin,Dinophyta,,,3,,224,5379584,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Chlamydomonas species,Chlorophyta,,,0.2,,453.6,387828,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Chlamydomonas globosa Snow,Chlorophyta,,,0.2,,672,275520,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Chlorogonium minimum Playfair,Chlorophyta,,,0,,224,26880,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Chroococcus minor (Kützing) Nägeli,Cyanophyta,,,0,,5376,56985.6,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Crucigeniella rectangularis,Chlorophyta,,,61.6,,111888,111776112,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,"Desmodesmus bicellularis (R. Chodat) An, Friedl & Hegewald",Chlorophyta,,,0,,224,3696,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Desmodesmus species,Chlorophyta,,,0.2,,448,448000,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Desmodesmus communis (Hegewald) Hegewald,Chlorophyta,,,0.2,,896,425600,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Didymogenes species,Chlorophyta,,,0,,224,67200,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Euglena species,Euglenophyta,,,0.4,,112,739200,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Kirchneriella lunaris (Kirchner) Möbius (= Kirchneriella lunata),Chlorophyta,,,0,,5376,48384,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Komma species 2,Cryptophyta,,,0,,56,11200,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Leptolyngbya species,Cyanophyta,,,0.2,,40992,327936,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Melosira granulata var. angustissima (= Aulacoseira granulata var. angustissima (Müller) Simonsen),Bacillariophyta,,,0.1,,2016,262080,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Monoraphidium arcuatum (= Ankistrodesmus arcuatus Korshikov},Chlorophyta,,,0,,112,6720,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Oocystis species,Chlorophyta,,,0.1,,448,166656,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,pennate diatoms,Bacillariophyta,,,2.6,,1904,4760000,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Phormidium species,Cyanophyta,,,5.4,,23520,9760800,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Pseudanabaena species,Cyanophyta,,,0.1,,8064,101606.4,,D.R.,,,,,,,,
Rushforth Phycology,SR170810,Utah Lake 2017 Dave Theron,WFWQC,Utah Lake Goshen Bay 3/4 mile NE of Goose Point,4917608,9/5/2017,Total Phytoplankton,,,,Trachelomonas species,Euglenophyta,,,0.2,,224,395584,,D.R.,,,,,,,,
